I. J. Comput. Appl.,4,67
Inf. Syst. E-Business Management,15,761
Information Systems Frontiers,16,1162
Ingénierie des Systèmes d'Information,4,71
Inf. Syst. J.,19,1102
it - Information Technology,8,145
Elektronische Rechenanlagen,5,116
ITA,10,383
Image Vision Comput.,32,5278
Information Visualization,12,604
Interacting with Computers,24,2348
JACIII,9,547
J. ACM,36,5385
J. Artif. Intell. Res. (JAIR),28,2951
J. AIS,19,1394
J. Algorithms,26,2420
"Journal of Automata, Languages and Combinatorics",9,298
JAMDS,8,337
Journal of Applied Non-Classical Logics,9,296
J. Applied Logic,15,811
J. Autom. Reasoning,18,1215
JASIS,82,22830
JASIST,34,6420
J. Artificial Societies and Social Simulation,12,627
Journal of Approximation Theory,11,829
J. Bioinformatics and Computational Biology,12,632
J. Braz. Comp. Soc.,6,154
Journal of Biomedical Informatics,25,3081
J. Complexity,16,850
J. Comp. Assisted Learning,21,1461
Journal of Computer-Aided Molecular Design,17,1150
Journal of Computational Biology,23,2199
Journal of Computational Chemistry,27,5939
ACM Journal of Computer Documentation,11,1571
Journal of Chemical Information and Computer Sciences,86,31606
Journal of Chemical Information and Modeling,58,15850
J. Comput. Inf. Sci. Eng.,32,3152
J. Computer-Mediated Communication,16,795
Journal of Computational Neuroscience,18,1523
J. Comb. Optim.,12,1019
"Journal of Circuits, Systems, and Computers",7,300
J. Comput. Syst. Sci.,28,3723
J. Comput. Sci. Technol.,14,1059
"J. Comb. Theory, Ser. B",16,1252
"J. Comb. Theory, Ser. A",16,1628
J. Discrete Algorithms,18,1025
J. Database Manag.,10,418
ACM Journal of Experimental Algorithmics,18,1050
J. Electron. Commerce Res.,26,2428
ACM Journal of Educational Resources in Computing,14,706
J. Exp. Theor. Artif. Intell.,9,391
JETC,7,253
Journal of Functional and Logic Programming,3,80
J. Funct. Program.,17,756
J. Graph Algorithms Appl.,13,506
Journal of Geographical Systems,8,262
J. High Speed Networks,2,16
Journal of Intelligent and Fuzzy Systems,8,206
J. Intell. Inf. Syst.,13,625
J. Instruction-Level Parallelism,7,278
"Journal of Information, Law and Technology",4,35
J. Inf. Sci. Eng.,12,1130
Int. J. IT Standards and Standardization Res.,5,84
J. Log. Algebr. Program.,15,887
J. Log. Program.,45,8822
Journal of Mathematical Imaging and Vision,19,1570
Journal of Machine Learning Research,55,12643
J. Mobile Multimedia,6,84
J. Math. Model. Algorithms,9,303
J. Network Syst. Manage.,8,278
J. Cryptology,35,3869
J. Digit. Inf.,9,378
Int. J. on Digital Libraries,6,159
J. Data Semantics,13,745
J. Data Semantics V,6,199
J. Data Semantics IV,7,1059
J. Data Semantics III,7,270
J. Data Semantics VI,7,249
J. Data Semantics VII,6,97
Journal of Interconnection Networks,9,383
"Journal of Logic, Language and Information",8,276
JOOP,27,2619
Journal of Social Structure,0,0
Journal of Object Technology,12,624
J. Parallel Distrib. Comput.,22,2448
J. Prog. Lang.,11,1722
Journal of Quantitative Linguistics,7,148
Journal of Systems Architecture,29,3819
Journal of Systems Architecture - Embedded Systems Design,13,889
IEEE Journal on Selected Areas in Communications,38,8191
J. Symb. Comput.,19,1940
J. Sci. Comput.,17,1672
Journal of Systems Integration,10,607
Journal of Systems and Software,28,4986
J. Symb. Log.,14,998
J. UCS,22,3013
Journal of Visualization and Computer Animation,14,901
J. Web Eng.,5,118
Int. J. Web Service Res.,11,417
Knowl. Inf. Syst.,22,2744
Knowl.-Based Syst.,26,3555
Kognitionswissenschaft,8,274
Kybernetica,1,1
LDV Forum,9,473
Library Trends,0,0
Higher-Order and Symbolic Computation,15,772
Lisp and Symbolic Computation,21,1259
Text Understanding in LILOG,8,208
Constraint Programming,8,572
LOGIDATA+: Deductive Databases with Complex Objects,4,48
Advanced Database Systems,9,290
J. Log. Comput.,21,1671
LOG IN,2,20
LOPLAS,24,2298
Markup Languages,8,223
IEEE Micro,29,4533
Mobile Information Systems,11,430
MIS Quarterly,40,4164
MIS Quarterly Executive,12,510
Machine Learning,28,3123
Math. Log. Q.,11,672
Multimedia Syst.,11,465
Math. Comput.,23,2680
MONET,19,1814
Math. Oper. Res.,25,2607
Math. Program.,35,5440
Mathematical Structures in Computer Science,15,1175
Mathematical Systems Theory,28,2819
Theory Comput. Syst.,22,2233
Machine Translation,10,408
Multimedia Tools Appl.,18,2339
Mach. Vis. Appl.,13,1175
Nucleic Acids Research,102,60405
Natural Computing,16,1121
Neural Computing and Applications,13,1427
Notre Dame Journal of Formal Logic,7,245
Neural Computation,28,3084
IEEE Network,22,1740
Networks,18,1441
NeuroImage,59,28031
Nachr. Dok.,1,1
New Generation Comput.,8,405
Networking and Information Systems,11,276
Nord. J. Comput.,13,619
Neural Networks,31,5656
Neural Processing Letters,9,389
The New Review of Hypermedia and Multimedia,4,45
OMICS,7,116
OOPS Messenger,15,971
Object Oriented Systems,6,194
Order,7,207
Oper. Res. Lett.,12,1058
Pattern Anal. Appl.,13,661
Parallel Algorithms Appl.,11,439
IJPEDS,10,423
IEEE Trans. Pattern Anal. Mach. Intell.,67,23509
Parallel Computing,18,1730
Programming and Computer Software,4,67
Procesamiento del Lenguaje Natural,0,0
Perform. Eval.,16,1610
Proceedings of the IEEE,37,5420
Praxis der Informationsverarbeitung und Kommunikation,6,222
Proc. Natl. Acad. Sci. USA,1,398
Parallel Processing Letters,11,611
Presence,18,1020
Pattern Recognition Letters,27,5387
Personal and Ubiquitous Computing,24,2441
Queueing Syst.,13,725
ACM Queue,15,715
Robotics and Autonomous Systems,24,3215
Reliable Computing,22,1984
Revista Comlombiana de Computación,6,71
Requir. Eng.,15,576
RITA,9,274
Robotersysteme,5,95
Random Struct. Algorithms,19,1491
Real-Time Imaging,33,4424
Real-Time Systems,15,680
Studia Logica,12,560
South African Computer Journal,3,47
J. Scheduling,16,1138
Science,1,24560
Scientometrics,24,3810
Systems and Computers in Japan,18,2263
Sci. Comput. Program.,21,2065
SIAM Journal of Applied Mathematics,19,2050
SIAM J. Comput.,57,13305
SIAM J. Discrete Math.,24,3147
SIGACT News,17,1744
SIGARCH Computer Architecture News,14,562
SIGART Bulletin,18,1110
Intelligence,11,2262
SIGIR Forum,15,788
SIGKDD Explorations,15,3898
SIGMETRICS Performance Evaluation Review,20,1562
Mobile Computing and Communications Review,18,1122
SIGMOD Record,19,1095
FDT - Bulletin of ACM SIGFIDET,7,256
FDT - Bulletin of ACM SIGMOD,3,29
Operating Systems Review,24,2311
SIGPLAN Notices,13,482
Simul. Pr. Theory,20,1367
Simulation Modelling Practice and Theory,15,1660
Simulation,13,737
Stud. Inform. Univ.,4,52
Journal of Software Maintenance,17,865
Soft Comput.,23,2963
Software Focus,9,458
IEEE Software,24,2652
Software Process: Improvement and Practice,25,2870
Software and System Modeling,22,1431
Scientific Programming,13,2082
"Softw., Pract. Exper.",16,1481
Software Quality Journal,11,526
ACM StandardView,10,346
Structured Programming,14,1088
Software - Concepts and Tools,18,2991
Softwaretechnik- Trends,5,203
Softwaretechnik-Trends,7,543
STTT,21,1319
"Softw. Test., Verif. Reliab.",11,519
TACO,10,404
ACM Transactions on Algorithms,36,5529
ACM Trans. Asian Lang. Inf. Process.,11,298
T. Aspect-Oriented Software Development II,4,87
T. Aspect-Oriented Software Development I,8,920
T. Aspect-Oriented Software Development,9,178
TAPOS,30,4974
IEEE Trans. Computers,27,4363
IEEE Trans. on CAD of Integrated Circuits and Systems,28,4394
IEEE/ACM Trans. Comput. Biology Bioinform.,24,3195
IEEE Transactions on Communications,38,11007
Theor. Comput. Sci.,33,9868
T. Comp. Sys. Biology,11,314
IEEE Trans. Circuits Syst. Video Techn.,29,5451
T. Data Hiding and Multimedia Security,6,126
IEEE Trans. Dependable Sec. Comput.,23,2460
IEEE Trans. Evolutionary Computation,34,4888
ACM Trans. Embedded Comput. Syst.,18,1239
Telematics and Informatics,14,755
Telecommunication Systems,18,1552
IEEE T. Fuzzy Systems,43,8217
The Atlantic Monthly,1,5285
IEEE Transactions on Image Processing,47,12575
Inf. Soc.,11,423
ACM Trans. Inf. Syst. Secur.,33,4891
IEEE Transactions on Information Theory,70,29791
IEEE Transactions on Information Technology in Biomedicine,34,5839
The Journal of Supercomputing,15,1523
IEEE Trans. Knowl. Data Eng.,36,7717
IEEE Trans. Mob. Comput.,40,8339
IEEE Trans. Med. Imaging,37,7132
IEEE Transactions on Multimedia,30,3864
ACM Trans. Comput.-Hum. Interact.,23,1602
ACM Trans. Comput. Log.,25,2167
ACM Trans. Comput. Syst.,18,3100
ACM Trans. Design Autom. Electr. Syst.,17,1419
ACM Trans. Database Syst.,29,3364
ACM Trans. Graph.,46,10753
ACM Trans. Inf. Syst.,15,865
ACM Trans. Internet Techn.,17,1005
ACM Trans. Model. Comput. Simul.,13,540
TOMCCAP,20,1331
ACM Trans. Math. Softw.,23,2875
IEEE/ACM Trans. Netw.,52,11420
ACM Trans. Program. Lang. Syst.,32,2992
TOS,21,1362
ACM Trans. Softw. Eng. Methodol.,25,1730
TOSN,34,5348
IEEE Trans. Parallel Distrib. Syst.,36,6559
TPLP,16,842
IEEE Transactions on Reliability,17,1254
T. Rough Sets,8,194
IEEE Trans. Software Eng.,35,4375
Technique et Science Informatiques,6,174
TSLP,6,109
"IEEE Transactions on Systems, Man, and Cybernetics, Part A",36,6368
"IEEE Transactions on Systems, Man, and Cybernetics, Part B",48,10694
"IEEE Transactions on Systems, Man, and Cybernetics, Part C",33,4922
"IEEE Transactions on Systems, Man, and Cybernetics",74,33305
IEEE Trans. Vis. Comput. Graph.,32,6682
IEEE Trans. VLSI Syst.,28,4888
Universal Access in the Information Society,11,470
User Model. User-Adapt. Interact.,16,792
The Visual Computer,12,1307
Journal in Computer Virology,9,278
J. Vis. Lang. Comput.,13,537
VLDB J.,26,2983
Virtual Reality,9,363
Angewandte Informatik,0,0
Wireless Communications and Mobile Computing,18,1870
Wireless Networks,21,2253
J. Web Sem.,25,2742
World Wide Web Journal,8,5599
Zeitschrift für Medienpsychologie,9,221
Int. J. Communication Systems,14,1134
IJVR,13,614
Journal of Chinese Language and Computing,7,189
news@nature.com,0,0
"Computers, Environment and Urban Systems",15,947
Speech Communication,22,2548
J. Visual Communication and Image Representation,15,1123
Computer Speech & Language,21,1582
"IEEE Transactions on Audio, Speech & Language Processing",31,5811
Journal of Graph Theory,14,1105
Applied Mathematics and Computation,32,10599
Signal Processing,28,6508
Journal of Intelligent and Robotic Systems,18,1893
Microprocessors and Microsystems,24,2757
Microprocessors and Microsystems - Embedded Hardware Design,12,544
Microelectronics Reliability,21,2606
Microelectronics Journal,17,1790
Digital Signal Processing,20,2022
Statistics and Computing,16,1100
Computational Statistics & Data Analysis,20,3838
Web Intelligence and Agent Systems,11,555
Numerical Algorithms,15,1115
Mathematics and Computers in Simulation,22,3681
Optical Switching and Networking,11,428
European Journal of Operational Research,50,20913
Journal of Computer Research and Development,4,49
Algorithmic Operations Research,7,161
Computer Methods and Programs in Biomedicine,21,2147
Wasserwirtschaft,1,2
SIAM J. Scientific Computing,39,7485
eLearn Magazine,2,13
ITSSA,11,310
Discrete Event Dynamic Systems,9,332
Computers & Electrical Engineering,17,1468
J. Low Power Electronics,11,402
Reports on Mathematical Logic,0,0
VLSI Signal Processing,32,4362
Signal Processing Systems,18,1799
Statistical Methods and Applications,5,118
Finance and Stochastics,12,523
J. Digital Imaging,15,1164
J. Electronic Testing,8,341
Foundations and Trends in Databases,6,379
TAAS,16,1414
TKDD,25,2094
IJCSA,8,357
TWEB,28,2175
J. Network and Computer Applications,20,2612
Applied Ontology,15,615
Intelligent Decision Technologies,6,141
J. Computing in Higher Education,6,145
Internet Mathematics,8,475
ISSE,8,285
IJKM,8,206
IJMC,12,532
IJIQ,5,46
IJSTM,9,325
JDIM,7,240
IJBRA,6,192
IJSN,15,1271
IJCINI,10,372
Advances in Engineering Software,17,1727
IJHPCN,8,270
IJWMC,7,314
IJAHUC,9,471
IJBIS,7,281
IJISTA,14,622
IJAMC,8,333
IJNVO,6,164
IJWGS,10,484
IJEB,7,158
IJAOSE,13,567
IJMTM,8,355
IJIPT,8,262
IJEH,6,145
IJWBC,6,178
EG,8,261
IJSNet,18,1185
IJSNET,16,1611
IJMR,4,92
Complexity,8,357
IJICT,4,41
IJLT,7,325
IJIIDS,5,123
IJDMB,8,262
IJRFITA,3,36
IJISCM,3,37
IJITM,5,96
IJES,5,56
IMA J. Math. Control & Information,8,265
Automatic Control and Computer Sciences,3,48
IJSS,6,156
JNW,11,1370
Int. J. Systems Science,15,1926
Int. J. System Science,24,1922
IEEE Transactions on Neural Networks,52,15760
IEEE Transactions on Signal Processing,54,21058
IEEE Transactions on Wireless Communications,59,20805
IEEE Transactions on Robotics,34,5010
ICGA Journal,10,342
Scholarpedia,10,14061
"Signal, Image and Video Processing",9,453
Service Oriented Computing and Applications,11,422
Computer Physics Communications,35,6499
IEEE Pervasive Computing,22,1991
Swarm Intelligence,12,453
ACM SIGSOFT Software Engineering Notes,29,2229
Foundations and Trends in Information Retrieval,10,774
Foundations and Trends in Theoretical Computer Science,8,230
Foundations and Trends in Human-Computer Interaction,6,184
Foundations and Trends in Electronic Design Automation,5,58
Foundations and Trends in Machine Learning,10,1861
Foundations and Trends in Signal Processing,4,62
Foundations and Trends in Stochastic Systems,4,95
Foundations and Trends in Web Science,4,103
Foundations and Trends in Computer Graphics and Vision,9,239
Foundations and Trends in Communications and Information Theory,5,280
Foundations and Trends in Networking,4,212
Science in China Series F: Information Sciences,24,3534
Theory of Computing,20,1289
"Theory of Computing, Graduate Surveys",4,63
Mathematics in Computer Science,11,595
Automatica,54,14987
JOCCH,10,289
JIKM,4,100
IJITSA,4,56
SIGCSE Bulletin,9,353
IS Management,17,717
TIIS,8,330
Int. J. Semantic Computing,9,312
APJOR,8,342
IEEE-RITA,4,38
SIGecom Exchanges,12,509
IJWIN,7,218
Cryptologia,5,92
Multiagent and Grid Systems,9,293
KES Journal,9,275
JCP,12,1143
JSW,10,776
JCM,13,952
Journal of Multimedia,10,502
The Computer Science Journal of Moldova,4,74
Biosystems,13,1035
Trans. MLDM,5,55
Pervasive and Mobile Computing,20,2094
JTAER,13,493
Journal of Communications and Networks,9,278
Frontiers of Computer Science in China,10,468
Journal of Decision Systems,5,72
IEEE Transactions on Information Forensics and Security,26,3353
J. Cognitive Neuroscience,37,8294
PVLDB,57,15624
Quality and Reliability Eng. Int.,10,622
IJACT,12,421
ECEASST,15,1393
Computer Science Review,15,1937
Knowledge Eng. Review,17,1018
"Genomics, Proteomics & Bioinformatics",6,183
ACM SIGAPL APL Quote Quad,5,233
TLT,18,1165
T. Edutainment,8,310
Peer-to-Peer Networking and Applications,9,329
IJSSCI,6,155
Transactions on Computational Science,11,539
Tran. CBR,3,36
IJDSN,8,339
J. Embedded Computing,6,105
J. Digital Forensic Practice,9,271
Behaviour & IT,14,923
Enterprise IS,20,964
IEEE Trans. Industrial Informatics,23,2302
Information Systems Security,11,627
Information Security Journal: A Global Perspective,8,188
Int. J. Computer Integrated Manufacturing,12,856
Transactions on Data Privacy,12,402
Optimization Letters,14,1049
IEEE Transactions on Intelligent Transportation Systems,33,4806
Security and Communication Networks,13,928
IJDE,16,1042
IJDMMM,5,108
TRETS,15,871
Ad Hoc & Sensor Wireless Networks,10,426
Operational Research,6,129
J. Integrative Bioinformatics,8,252
Discrete Optimization,12,550
Annals OR,19,2652
PsychNology Journal,7,169
Electronic Notes in Discrete Mathematics,11,1143
JCIT,9,762
JDCTA,10,658
Mathematical Social Sciences,10,513
Memetic Computing,12,560
IJDCF,6,131
Scandinavian J. Inf. Systems,13,636
Revue d'Intelligence Artificielle,5,140
T. Petri Nets and Other Models of Concurrency,12,569
Synthese,19,1704
I. J. Bifurcation and Chaos,21,2880
T. HiPEAC,11,361
Robotica,16,1230
Natural Language Engineering,14,645
JSAT,12,649
J. Field Robotics,21,1535
IT Professional,13,951
Business & Information Systems Engineering,14,836
"IBM Research Report, San Jose, California",1,11
"In: R. Rustin (ed.): Database Systems: 65-98, Prentice Hall and IBM Research Report RJ 987, San Jose, California",1,1107
"Technical Rep. UKSC 0060, IBM United Kingdom Scientific Centre",1,25
Proc. 11th Int. Symposium on Electromagnetic Compatibility (EMC'94),1,2
Compulog Newsletter,1,5
"technical Report 248, ETH Zürich, Dept. of Computer Science",1,3
BRICS Dissertation Series,1,74
Mathematical Centre Tracts,1,29
Digital System Research Center Report,1,3
GTE Laboratories Incorporated,3,40
IWBS Report,0,0
IBM Research Report,4,410
IBM Publication,0,0
LILOG-Report,10,534
LILOG-Memo,1,2
ANSI X3H2,1,1
ANSI X2H2,0,0
"Universität Trier, Mathematik/Informatik, Forschungsbericht",9,267
SWEE,1,1
Encyclopedia of Cryptography and Security,9,918
Encyclopedia of Multimedia,4,53
Encyclopedia of GIS,8,276
Encyclopedia of Algorithms,8,1230
eXamen.press,2,41
Taschenbuch der Algorithmen,1,7
Encyclopedia of Optimization,17,1592
Wikipedia,0,0
Springer Handbook of Robotics,19,1673
Handbook of Spatial Logics,11,404
Wiley Encyclopedia of Computer Science and Engineering,21,5111
Classification and Clustering for Knowledge Discovery,6,95
Studies in Computational Intelligence,11,379
Quality Measures in Data Mining,7,204
Computational Intelligence for Agent-based Systems,3,30
Advances in Semantic Media Adaptation and Personalization,5,79
Multi-Objective Evolutionary Algorithms for Knowledge Discovery from Databases,4,58
Intelligent Data Mining,5,65
Computational Intelligence in Bioinformatics,3,53
Foundations of Data Mining and knowledge Discovery,6,173
Computational Intelligence for Modelling and Prediction,6,125
Genetic Systems Programming,4,76
Adaptive and Personalized Semantic Web,3,29
Multi-Objective Machine Learning,10,239
Intelligent Paradigms for Assistive and Preventive Healthcare,4,43
Parallel Evolutionary Computations,4,71
Advances in Web Intelligence and Data Mining,5,88
Swarm Intelligent Systems,4,122
Chance Discoveries in Real World Decision Making,6,82
Scalable Optimization via Probabilistic Modeling,11,538
Swarm Intelligence in Data Mining,8,187
Trends in Neural Computation,5,78
Perception-based Data Mining and Decision Making in Economics and Finance,4,54
E-Service Intelligence,7,127
Computational Intelligence in Reliability Engineering,3,111
Intelligence in Reliability Engineering,3,63
Contributions to Ubiquitous Computing,3,58
Intelligent Educational Machines,3,53
Artificial Intelligence in Recognition and Classification of Astrophysical and Medical Images,0,0
Advanced Computational Intelligence Paradigms in Healthcare (1),4,41
Evolutionary Scheduling,7,122
Evolutionary Computation in Dynamic and Uncertain Environments,9,266
Applied Graph Theory in Computer Vision and Pattern Recognition,5,63
Parameter Setting in Evolutionary Algorithms,8,365
Computational Textile,5,55
Emergent Intelligence of Networked Agents,2,18
Computational Intelligence in Information Assurance and Security,4,21
Intelligent Multimedia Data Hiding: New Directions,3,23
Creative Environments,3,31
Ontologies for Urban Development,6,100
Challenges for Computational Intelligence,8,145
"Model-Based Reasoning in Science, Technology, and Medicine",6,71
Computational Intelligence in Biomedicine and Bioinformatics,5,75
"Speech, Audio, Image and Biomedical Signal Processing using Neural Networks",4,40
Engineering Evolutionary Intelligent Systems,3,47
Rule Extraction from Support Vector Machines,4,60
Computational Intelligence in Medical Informatics,3,32
Quantitative Information Fusion for Hydrological Sciences,1,7
Intelligent Decision Making: An AI-Based Approach,4,41
Applied Pattern Recognition,3,37
Machine Learning in Document Analysis and Recognition,7,130
Recent Advances in Formal Languages and Applications,4,111
Evolutionary Computation in Practice,2,24
NICSO,9,375
Innovations in Intelligent Machines (1),4,72
Perspectives of Neural-Symbolic Integration,6,76
Intelligence and Security Informatics,4,49
Machine Learning and Robot Perception,4,30
Innovations in Robot Mobility and Control,3,34
Foundations and Novel Approaches in Data Mining,8,236
Advances in Biologically Inspired Information Systems,6,116
Computer and Information Science,6,227
Computational Intelligence Paradigms,4,31
Computational Intelligence Based on Lattice Theory,7,106
Computational Intelligence: A Compendium,6,200
Statistical Implicative Analysis,3,68
Adaptive and Multilevel Metaheuristics,6,121
New Challenges in Applied Intelligence Technologies,5,87
Computational Intelligence in Automotive Applications,5,64
Metaheuristics for Scheduling in Industrial and Manufacturing Applications,4,62
Advances in Evolutionary Computing for System Design,6,68
Natural Computing in Computational Finance,6,95
Mining Complex Data,3,73
Intelligent Text Categorization and Clustering,2,24
Tools and Applications with Artificial Intelligence,4,32
Intelligent Agents in the Evolution of Web and Applications,3,45
Data Mining: Foundations and Practice,6,132
Advanced Intelligent Paradigms in Computer Games,4,54
"Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",4,56
Advanced Computational Intelligence Paradigms in Healthcare - 2,4,30
Inhibitory Rules in Data Analysis,1,26
Case-Based Reasoning on Images and Signals,4,46
Linkage in Evolutionary Computation,3,43
Generalized Voronoi Diagram,2,25
Innovative Applications in Data Mining,3,35
Bio-inspired Algorithms for the Vehicle Routing Problem,5,102
Soft Computing for Hybrid Intelligent Systems,7,238
Innovations in Bayesian Networks,5,2409
Pattern Recognition using Neural and Functional Networks,0,0
Artificial Intelligence Techniques for Computer Graphics,2,16
Recent Advances in Evolutionary Computation for Combinatorial Optimization,4,64
Oppositional Concepts in Computational Intelligence,3,50
Communications and Discoveries from Multidisciplinary Data,3,46
Learning Classifier Systems in Data Mining,4,47
New Directions in Intelligent Interactive Multimedia,8,291
Applications of Computational Intelligence in Biology,3,36
Social Semantic Web,6,626
"Computable Models of the Law, Languages, Dialogues, Games, Ontologies",7,158
Software-Intensive Systems and New Computing Paradigms,6,95
Reflections on the Teaching of Programming,5,67
Visual Data Mining,5,195
The Challenge of Anticipation,3,28
Results of the IMPROVE Project,7,137
Heterogeneous Objects Modelling and Applications,4,39
Affect and Emotion in Human-Computer Interaction,8,231
Botnet Detection,7,479
Secure Data Management in Decentralized Systems,7,173
"Innovative Techniques in Instruction Technology, E-learning, E-assessment, and Education",5,90
"Mobility, Data Mining and Privacy",10,283
Semantic Digital Libraries,4,83
Software Evolution,8,188
Soft Computing for Knowledge Discovery and Data Mining,6,148
Computer Recognition Systems 2,7,234
Advances in Soft Computing,2,14
Interval / Probabilistic Uncertainty and Non-Classical Logics,6,105
Analysis and Design of Intelligent Systems using Soft Computing Techniques,8,263
Innovations in Hybrid Intelligent Systems,7,254
Information Technologies in Biomedicine,4,89
Springer Tracts in Advanced Robotics,5,123
Robotics and Cognitive Approaches to Spatial Mapping,5,152
Cognitive Technologies,6,338
A System Engineer's Guide to Host Configuration and Maintenance Using Cfengine,0,0
"Fuzzy Sets and Their Extensions: Representation, Aggregation and Models",9,182
Soft Computing Applications in Business,2,15
Fuzzy Engineering Economics with Applications,3,34
Classic Works of the Dempster-Shafer Theory of Belief Functions,23,11345
Soft Computing Applications in Industry,5,84
Fuzzy Systems in Bioinformatics and Computational Biology,3,45
Integrated Intelligent Systems for Engineering Design,4,63
New Trends in Multimedia and Network Information Systems,3,34
Software Engineering: Evolution and Emerging Technologies,4,74
Emerging Artificial Intelligence Applications in Computer Engineering,3,45
Languages: From Formal to Natural,4,59
COST 2102 Conference (Prague),4,38
Cognitive Vision Systems,7,368
D.GO,6,168
PBFT,1,1
FMOODS/FORTE,10,393
GEC Summit,9,425
SEA,13,577
World Congress on Engineering (Selected Papers),4,51
BIOSTEC (Selected Papers),5,143
ZEUS,6,121
PIMRC,24,6095
CCE,4,67
ICVW,4,62
EDM,15,949
WSOM,7,168
INTENSIVE,4,55
ICCVG,6,107
WICON,12,496
MCSS,7,199
FMN,4,78
CIBB,3,55
AGILE Conf.,6,205
3D-GIS,5,107
Complex (2),6,123
Complex (1),6,132
SDH,7,135
CDC,31,14013
RO-MAN,18,2057
IF&GIS,5,84
YR-SOC,3,27
Computer Science - R&D,13,933
IEEE Transactions on Speech and Audio Processing,75,21165
IJDWM,10,346
Webology,6,107
Concurrent Engineering: R&A,7,248
Cognitive Computation,12,496
J. Data and Information Quality,7,264
Computer Standards & Interfaces,27,2415
Computer Standards  Interfaces,0,0
J. Information Science,21,2033
I. J. Artificial Intelligence in Education,13,564
I. J. Advanced Corporate Learning,4,63
Applied Mathematics and Computer Science,14,943
Computers & Chemical Engineering,24,3759
J. Global Optimization,20,2232
JITE,17,1248
Computers & Education,43,8923
Intelligent Unmanned Systems,4,30
Nature-Inspired Algorithms for Optimisation,7,102
Complex Systems in Knowledge-based Environments,3,37
Foundations of Computational Intelligence (6),5,57
Quantum Inspired Intelligent Systems,2,65
"Methods, Models and Tools for Fault Tolerance",6,93
Modular Ontologies,8,233
Creating Brain-Like Intelligence,5,110
Zukunft Ingenieurwissenschaften,1,3
Geospatial Services and Applications for the Internet,3,48
Internet der Dinge,4,93
Location Based Services and TeleCartography,10,372
MMAS/LSMAS/CCMMS,4,59
COIN@AAMAS&AAAI,8,211
Conceptual Modeling: Foundations and Applications,11,2231
Efficient Algorithms,7,114
"Graph Theory, Computational Intelligence and Thought",5,50
Semantics and Algebraic Specification,5,85
WESS,5,90
CloudDB,6,111
CIKM-SWSM,5,99
CIKM-DSMM,2,12
CIKM-CNIKM,6,84
CIKM-iNEWS,5,60
CLIMA IX,4,64
COST 2101/2102 Conference,6,132
CSREA EE,2,18
Dyn3D,6,121
DASFAA Workshops,7,215
Algorithmics of Large and Complex Networks,5,193
K4HelP,4,49
Privacy in Location-Based Applications,7,105
EUC (1),8,242
EUC (2),9,353
GIS-IWCTS,4,38
GIS-LBSN,10,237
ICE-B,5,187
ICSOC/ServiceWave,13,511
ARSPA-WITS,5,112
Industrial Conference on Data Mining - Workshop DMM,1,1
Industrial Conference on Data Mining - Industry Proceedings,0,0
KDD Workshop on Human Computation,9,390
KDD Workshop on CyberSecurity and Intelligence Informatics,4,69
KDD Workshop on Knowledge Discovery from Uncertain Data,4,38
KDD Workshop on Knowledge Discovery from Sensor Data,8,144
KDD Workshop on Visual Analytics and Knowledge Discovery,5,56
KDD Workshop on Statistical and Relational Learning in Bioinformatics,3,17
KDD Workshop on Data Mining using Matrices and Tensors,2,18
KDD Workshop on Data Mining and Audience Intelligence for Advertising,4,42
MOBICOM-CoRoNet,6,84
MobiVirt,5,121
FOSD,7,163
SC-MTAGS,8,211
SC-GCE,4,37
SC-WORKS,6,148
SC-HPRCTA,4,40
SC-WHPCF,4,50
WREN,7,277
WOSN,9,804
VISA,10,358
MobiHeld,11,334
SIGGRAPH Talks,6,207
SIGGRAPH Music & Audio,1,1
KEYS,4,59
UMAP,15,930
WICSA/ECSA,12,423
HOTMOBILE,17,786
Weaving Services and People on the World Wide Web,5,61
TOOLS (47),8,185
MOBILWARE Workshops,4,52
SET,7,131
CSE (1),8,185
CSE (2),10,484
CSE (3),10,417
CSE (4),17,1122
ACML,6,131
FIRA RoboWorld Congress,6,103
SiPS,12,553
RP,5,128
LTC,6,147
ePart,7,187
SIGMAP,5,96
ICTIR,9,318
Formal Theories of Information,3,132
WINSYS,4,84
miproBIS,2,8
MOBILIGHT,8,231
GfKl,6,135
AMMA,6,181
PSATS,4,66
NanoNet,7,128
CSEDU (2),5,120
CSEDU (1),6,142
AMCIS/SIGeBIZ,7,109
MIE,14,1606
FOMI,4,61
MedInfo,17,1448
BCS Int. Acad. Conf.,8,185
Nursing Informatics,5,182
IT Revolutions,3,34
MobiSec,6,154
NordSec,8,192
LORI,9,182
Brain Informatics,6,157
ADMI,4,86
ICCCI,8,311
QuaCon,5,76
SIN,6,232
AccessNets,6,157
CCIW,5,83
LerNet ALFA Summer School,5,110
TPCTC,8,164
ICON,11,622
KRAMAS,5,97
SBMF,7,200
FITraMEn,3,37
AMW,7,169
SIGDIAL Conference,13,739
AutomotiveUI,9,331
ISIPS,2,14
MEDES,7,277
IHCI,4,37
IWOCA,8,412
EIT,8,389
LANC,5,76
IVIC,5,125
TRECVID,22,2144
IEEE NAS,7,183
FGIT,6,157
ABiALS,4,29
CloudCom,24,2193
AICI,4,73
e-Forensics,4,43
EICS,11,613
fdg,14,666
IET Software,15,829
Microprocessing and Microprogramming,18,2975
